title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
A Tempest: Based on Shakespeare's 'The Tempest;' Adaptation for a Black Theatre,Aimé Césaire,,,26,/book/show/33153.A_Tempest,Aimé Césaire,"Césaire’s rich and insightful adaptation of The Tempest draws on contemporary Caribbean society, the African-American experience and African mythology to raise questions about colonialism, racism and their lasting effects."
Notebook of a Return to the Native Land (Wesleyan Poetry Series),Aimé Césaire,,,4,/book/show/32649.Notebook_of_a_Return_to_the_Native_Land,Aimé Césaire,"Aime Cesaire's masterpiece, Notebook of a Return to the Native Land , is a work of immense cultural significance and beauty. The long poem was the beginning of Cesaire's quest for negritude, and it became an anthem of Blacks around the world. With its emphasis on unusual juxtapositions of object and metaphor, manipulation of language into puns and neologisms, and rhythm, Cesaire considered his style a ""beneficial madness"" that could ""break into the forbidden"" and reach the powerful and overlooked aspects of black culture. Clayton Eshleman and Annette Smith achieve a laudable adaptation of Cesaire's work to English by clarifying double meanings, stretching syntax, and finding equivalent English puns, all while remaining remarkably true to the French text. Their treatment of the poetry is marked with imagination, vigor, and accuracy that will clarify difficulties for those already familiar with French, and make the work accessible to those who are not. Andre Breton's introduction, A Great Black Poet, situates the text and provides a moving tribute to C saire. Notebook of a Return to the Native Land is recommended for readers in comparative literature, post-colonial literature, African American studies, poetry, modernism, and French."
Aşağılanmaya Hayır - Aime Cesaire,Nimrod  .,,,1,/book/show/50205878-a-a-lanmaya-hay-r---aime-cesaire,Aimé Césaire,"Aşağılanmaya Hayır, Fransa’nın eski kolonilerinde yaşayan halkların katlandıkları aşağılanmaları ve çektikleri acıları Aimé Césaire’in ağzından anlatıyor. 1930’ların Paris’indeyiz. Martinique’li genç şair Aimé Césaire ve arkadaşları siyahi hareketini başlatırlar. Anayurdun eski kolonilerini birer çocuk gibi gören tavrına karşı çıkarak Antillerden Senegal’e bütün siyahi halkları, üzerlerinde baskı oluşturan bu aşağılanmaya karşı mücadelelerine katılmaya ve aksanlarından, kültürel çeşitliliklerinden ve geçmişlerinden gurur duymaya davet ederler. Aimé Césaire edebi eserlerinde de politik mücadelesinde de sömürgeci reflekslere karşı savaş vermeye ve siyahilerin onurunu savunmaya her daim devam etmiştir."
Solar Throat Slashed: The Unexpurgated 1948 Edition (Wesleyan Poetry Series),Aimé Césaire,,,5,/book/show/9720855-solar-throat-slashed,Aimé Césaire,"Soleil cou coupe (Solar Throat Slashed) is Aime Cesaire's most explosive collection of poetry. Animistically dense, charged with eroticism and blasphemy, and imbued with an African and Vodun spirituality, this book takes the French surrealist adventure to new heights and depths. A Cesaire poem is an intersection at which metaphoric traceries create historically aware nexuses of thought and experience, jagged solidarity, apocalyptic surgery, and solar dynamite. The original 1948 French edition of Soleil cou coupe has a dense magico-religious frame of reference. In the late 1950s, Cesaire was increasingly politically focused and seeking a wider audience, when he, in effect, gelded the 1948 text--eliminating 31 of the 72 poems, and editing another 29. Until now, only the revised 1961 edition, called Cadastre, has been translated. The revised text lacks the radical originality of Soleil cou coupe. This Wesleyan edition presents all the original poems en face with the new English translations. Includes an introduction by A. James Arnold and notes by Clayton Eshleman."
"Negro Soy, negro me quedo. Conversaciones con Aimé Césaire",Françoise Vergès,,,1,/book/show/55426022-negro-soy-negro-me-quedo-conversaciones-con-aim-c-saire,Aimé Césaire,"Aimé Césaire es un referente de la poesía francófona, pero en el mundo hispanohablante hay muy poca producción editorial sobre su pensamiento político –“radicalmente anticolonialista, antiimperialista y antirracista”, en palabras de Françoise Vergès-. La politóloga y feminista decolonial Françoise Vergès buscó a Césire en 2004, poco antes de la muerte del intelectual de Martinica, y mantuvo largas conversaciones en las que aborda temas de total actualidad en momentos en los que proliferan los hechos relacionados con el racismo estructural y en los que Europa no logra sacudirse su ADN colonial. Además de las conversaciones, el libro incluye un ensayo de la autora en el que hace una lectura poscolonial de los ensayos y discursos de Césaire a lo largo de su vida."
Aimé Césaire. Discurso sobre o colonialismo. Notes on a facsimile of the publication: Cadernos para o diálogo 2.,Filipa César Aimé Césaire,,,1,/book/show/99422522-aim-c-saire-discurso-sobre-o-colonialismo-notes-on-a-facsimile-of-the,Aimé Césaire,"From the book's ""By reactivating the 1971 Portuguese version of Aimé Césaire's text _Discours sur le colonialisme_ through the reproduction of a facsimile of the original publication together with a copy of the censor's report and her own notes, Filipa César traces a complex course between past and present encapsulated in the clandestine existence and public absence of the publication in Portugal."" Published on the occasion of the exhibition 1975, Madam Luxembourg in 2012."
Aimé Césaire non à l’humiliation,Nimrod  .,,,6,/book/show/41073238-aim-c-saire-non-l-humiliation,Aimé Césaire,"Nous sommes dans les années 1930, à Paris. Le jeune poète martiniquais et ses amis parmi lesquels Léopold Sédar Senghor et Léon Gontran Damas lancent le mouvement de la négritude et invitent tous les peuples des anciennes colonies, des Antilles au Sénégal, à se sentir fiers de leur culture plurielle. L'engagement de cet homme de lettres dans un combat politique intense fit de lui une des figures marquantes dans les combats pour la dignité et l'égalité entre les hommes."
Lost Body,Aimé Césaire,,,5,/book/show/161960.Lost_Body,Aimé Césaire,"A collection of ten poems Césaire published in 1949, in an edition including thirty-two etchings by Picasso."
Aimé Césaire: Inventor of Souls,Jane Hiddleston,,,3,/book/show/217888028-aim-c-saire,Aimé Césaire,"Aimé Césaire is arguably the greatest Caribbean literary writer in history. Best known for his incendiary epic poem Notebook of a Return to My Native Land , Césaire reinvented black culture by conceiving ‘négritude’ as a dynamic and continuous process of self-creation. In this essential new account of his life and work, Jane Hiddleston introduces readers to Césaire’s unique poetic voice and to his role as a figurehead for intellectuals pursuing freedom and equality for black people. Césaire was deeply immersed in the political life of his native Martinique for over fifty as Mayor of Fort-de-France and Deputy at the French National Assembly, he called for the liberation of oppressed people at home and abroad, while celebrating black creativity and self-invention to resist a history of racism. Césaire’s extraordinary life reminds us that the much-needed revolt against oppression and subjugation can—and should—come from within the establishment, as well as without."
Aimé Césaire (Caribbean Biography Series),Elizabeth Walcott-Hackshaw,,,3,/book/show/60705384-aim-c-saire,Aimé Césaire,"This brief biography looks at one of the most influential writers from the francophone Caribbean. Aimé Césaire was a poet, playwright and politician, who, along with Léon-Gontran Damas from French Guiana and Léopold Senghor of Senegal, founded the Negritude movement in the 1930s. The men had come together as young black students in Paris at a time when the French capital had become the locus of ideas on black identity and pan-Africanism. The Negritude movement called for a cultural awakening of African heritage, a rejection of Western ideology that inherently saw blacks as inferior to whites, and a reclamation of what it meant to be black. Césaire’s first major and most famous poetic work, Cahier d’un retour au pays natal  ( Notebook of a Return to My Native Land ), explored the contours of this African heritage and his complex identity as a black man born under French rule on the Caribbean island of Martinique. Throughout his long political career, which lasted for most of his life, Césaire fought not only for his own people but for those who had been wronged by vestiges of colonial regimes. This book is an exploration of Césaire’s life in his never-ending decolonizing battle."
Resolutely Black: Conversations with Francoise Verges,Aimé Césaire,,,6,/book/show/45899167-resolutely-black,Aimé Césaire,"Aimé Césaire's work is foundational for decolonial and postcolonial thought. His Discourse on Colonialism , first published in 1955, influenced generations of scholars and activists at the forefront of liberation struggles in Africa, Latin America, and the Caribbean and it remains a classic of anticolonial thought. This unique volume takes the form of a series of interviews with Césaire that were conducted by Françoise Vergès in 2004, shortly before his death. Césaire's responses to Vergès' questions cover a wide range of topics, including the origins of his political activism, the legacies of slavery and colonialism, the question of reparation for slavery and the problems of marrying literature to politics. The book includes a substantial postface by Vergès in which she situates Césaire's work in its intellectual and political context. This timely book brings Césaire back into the present-day conversation on race, slavery and the legacy of colonialism. His penetrating insights on these matters should appeal to scholars and students throughout the humanities and social sciences as well as to the general public."
Aimé Césaire,Véronique Corinus,,,3,/book/show/53814446-aim-c-saire,Aimé Césaire,"Écrivain et homme politique né en 1913 à la Martinique, Aimé Césaire a accompagné le processus de décolonisation qui a marqué le xxe siècle. Descendant d’esclaves et de colonisés, il a fait de l’engagement anticolonial le principe de son existence. Il a fondé, avec Léopold Sédar Senghor et Léon-Gontran Damas, le mouvement de la négritude, à la fois prise de conscience intellectuelle et refus politique de l’assimilation, qui constitue incontestablement l’un des principaux volets culturels de la décolonisation mondiale. Parallèlement, Césaire s’est engagé dans un combat politique, assumant pendant plusieurs décennies les mandats de maire et de député antillais. Face aux trahisons qu’ont constitué à ses yeux la loi de départementalisation, dont il a été le rapporteur, et le communisme, dont il a dénoncé les dérives, il a créé le Parti progressiste martiniquais pour promouvoir l’autonomie. Son écriture singulière, dont la puissance évocatrice est un appel à l’insoumission des peuples et au redressement de l’être, fait de lui un immense écrivain de langue française et une figure majeure de l’humanisme du xxe siècle."
"Discourse on Colonialism, and, An Interview with Cesaire Aime",Aimé Césaire,,,1,/book/show/136197791-discourse-on-colonialism-and-an-interview-with-cesaire-aime,Aimé Césaire,Brand New. Will be shipped from US.
"Lyric and Dramatic Poetry, 1946-82 (CARAF Books: Caribbean and African Literature Translated from French)",Aimé Césaire,,,3,/book/show/161962.Lyric_and_Dramatic_Poetry_1946_82,Aimé Césaire,"Aime Cesaire has been described by the Times Literary Supplement as likely to ""figure alongside the Eliot-Pound-Yeats triumvirate that has dominated official poetic culture for more than fifty years."" He was a cofounder and exponent of the concept of negritude and is a major spiritual, political, and literary figure.Cesaire has been read politically as a poet of revolutionary zeal since the 1960s. This collection, the only one in existence in any language to give a truly comprehensive retrospective of Cesaire's poetic production, demonstrates the narrowness of earlier readings that grew out of the climate of Black Power influenced by the essays of Frantz Fanon, another Martinican, who was largely responsible for the ambient view of Csaire a generation ago. It is the first collection to translate And the Dogs Were Silent and i, laminaria. Lyric and Dramatic Poetry, 1946-82 goes beyond anything else in print (in French or in English) in that it locates the issues of Cesaire's struggle with an emerging postmodern vision. It will place Cesaire in a strategic position in the current debate in the U.S. over emergent literature and will show him to be a major figure in the conflict between tradition and contemporary cultural identity."
Engagements with Aimé Césaire: Thinking with Spirits,Jason Allen-Paisant,,,4,/book/show/199530648-engagements-with-aim-c-saire,Aimé Césaire,"Aimé Césaire is due a major critical reinterpretation and that is exactly what this book carries out. Through an in-depth grasp of the trajectory and core significance of Césaire's work, Jason Allen-Paisant highlights a set of links it makes between 'spirit,' 'poetry,' and 'knowing'. These explications, setting Césaire's work in relation to a rigorously accounted for set of influences, reframe how we understand his writings, enhancing their philosophical, rather than merely political, aspects. Engagements with Aimé Cé Thinking with Spirits is about more than Negritude (which has come to mean something less than a deep poetic sensibility with its own aspirational aesthetics and metaphysics, and rather something more like a fantasy-ridden iteration of pan-Africanism). It shows an Aimé Césaire deeply relevant to to the crises of ecological collapse, capitalist dystopias, and ideologies predicated upon fear and the threat of foreigners; and to contemporary chatter around interspecies collaboration and the need to rethink the entrepreneurial subject of Western political thought. Recasting Césaire's work is not just a matter of transforming a significant figure. It is also about rethinking legacies. This book is an engagement in the truest sense--the work of a contemporary Black poet who expounds the ways in which Césaire's work articulates for him a new politics of the self."
"Nègre je suis, nègre je resterai. Entretiens avec Françoise Vergès",Aimé Césaire,,,1,/book/show/2007127.N_gre_je_suis_n_gre_je_resterai_Entretiens_avec_Fran_oise_Verg_s,Aimé Césaire,"Père de la « négritude », concept qu'il a créé dans les années 1930 avec Senghor, Aimé Césaire est l'une des figures majeures des lettres francophones. Recueils de poésie, pièces de théâtre, essais innombrables, son œuvre demeure toujours d'une grande actualité. Dans ces entretiens, Césaire évoque sa jeunesse, son arrivée à Paris, son entrée à l'École normale supérieure, sa rencontre avec Senghor, son engagement politique. À partir de 1945, date de son élection à la mairie de Fort-de-France puis à la députation, il mène une double carrière : homme politique et écrivain. Les questions du colonialisme, de la place des Antillais dans leur propre pays, de la culture africaine sont abordées avec humour et détachement ; c'est la voix d'un homme immense qu'il nous est donné d'entendre, dans sa force et sa modestie."
Entretiens avec Aimé Césaire,Marijosé Alie,,,2,/book/show/58627297-entretiens-avec-aim-c-saire,Aimé Césaire,"Entre 1983 et 2007, Marijosé Alie a suivi Aimé Césaire dans sa vie publique et dans sa vie d’écrivain. À l’occasion d’interviews ou d’échanges plus intimes, la journaliste n’a cessé de questionner le politique, le poète, le dramaturge et l’homme. À la faveur de ces conversations devenues au fil du temps des moments de grande complicité, Marijosé Alie a tenté d’aller au plus près de la pensée de celui qui a défendu toute sa vie le concept de négritude, la dignité de l’humanité et les identités multiples. Elle a déchiffré les pauses et les silences derrière les discours, les expressions de son visage ou celles de son corps et a tenté de faire parler l’homme. Elle propose, à travers cet ouvrage, le portrait d’un homme simple, pudique et incandescent. Une lecture éclairée de sa vision du monde. « De toutes les femmes et les hommes que j’ai interviewés au cours de mon chemin journalistique, Césaire est sans doute celui que j’ai suivi, poursuivi avec le plus d’opiniâtreté, de curiosité et d’appétit. Il fait partie de ces êtres d’exception dont chaque mot enrichit d’un supplément d’espace et vous met à l’arrêt du galop de votre vie. »"
Aimé Césaire - (1913-2008) (Tempus t. 485) (French Edition),Romuald Fonkoua,,,4,/book/show/35663979-aim-c-saire---1913-2008-tempus-t-485,Aimé Césaire,"Ecrivain, poète, dramaturge, militant politique, Aimé Césaire (1913-2008) est l'un des acteurs prépondérants de la révolution noire qui s'est jouée sur tous les continents dans l'après-guerre. Mais cet homme du monde incarne d'abord l'intellectuel français, dont l'histoire et la vie jalonnent les grands moments de notre histoire. Il y a cent ans naissait Aimé Césaire. De la Martinique à l'Assemblée nationale, sa vie est jalonnée de rencontres décisives et d'amitiés essentielles. Poète, politique et dramaturge, Césaire incarne avec Brio la figure de l'intellectuel noir dont les idées, les œuvres et l'action ont accompagné l'histoire de tous les opprimés et colonisés du XXe siècle. Soulignant sa prose remarquable au service de causes justes, l'auteur insiste également sur son amour inconditionnel pour la scène théâtrale.Professeur de littérature francophone à l'université Paris-Sorbonne où il dirige le centre international d'études francophones (CIEF), Romuald Fonkoua est également professeur à Middlebury Collège (Vermont, États-Unis) et rédacteur en chef de la revue Présence africaine.Cet ouvrage a obtenu le prix Robert Delavignette de l'Académie des sciences d'outre-mer.3Une biographie très documentée, aussi admirative qu'inspirée. ""Catherine Golliau,Le Point"
"Aime Cesaire (Munduko poesia kaierak, #3)",Aimé Césaire,,,1,/book/show/34606077-aime-cesaire,Aimé Césaire,
Discours sur le colonialisme: suivi du Petit matin d'Aimé Césaire,Aimé Césaire,,,1,/book/show/27219294-discours-sur-le-colonialisme,Aimé Césaire,"Texte intégral révisé suivi du Petit matin d'Aimé Césaire par René Depestre. Publié en 1950, c'est-à-dire au sortir de la Seconde Guerre mondiale, pendant celle de Corée et peu avant celle d'Algérie, le pamphlet d'Aimé Césaire est non seulement l'un des plus grands textes fondateurs de l'anticolonialisme mais aussi un violent réquisitoire contre le capitalisme et la bourgeoisie européenne. L'auteur du Cahier d'un retour au pays natal, à l'époque député membre du Parti communiste, y dénonce avec force la barbarie de cette bourgeoisie occidentale décadente qui trouva un exutoire en colonisant les pays du tiers-monde au nom d'une ""civilisation"" soi-disant supérieure, soumettant les peuples à l'oppression et à la haine, à la violence et à la destruction, à l'exploitation et au pillage, au racisme et au fascisme. Avec ce vibrant acte d'accusation aujourd'hui entré dans l'Histoire, le fondateur du mouvement littéraire de la Négritude fait le procès implacable, toujours actuel, d'une Europe ""indéfendable"". À ceux qui sont aujourd'hui encore tentés de comptabiliser les aspects ""positifs"" de la colonisation, son pamphlet sonne comme un rappel."
Study Guide: Discourse on Colonialism by Aime Cesaire,SuperSummary,,,3,/book/show/48805640-study-guide,Aimé Césaire,"Analyzing literature can be hard — we make it easy! This in-depth study guide offers summaries & analyses for all 6 chapters of Discourse on Colonialism by Aime Cesaire. Get more out of your reading experience and build confidence with study guides proven raise students’ grades, save teachers time, and spark dynamic book discussions. SuperSummary Study Guides are written by experienced educators and literary scholars with advanced degrees in relevant fields. Here's what's “I was taking a very fast paced class. I had to read 5 novels within 5 weeks so the chapter summaries really helped. I ended up getting an A-B on every paper I wrote! I recommend SuperSummary to all my college friends.” — Annabell C., College Student “I use SuperSummary to supplement my own lesson planning designs. I particularly like the discussion questions/essay questions offered, as well as the summary of events and then interpretation/meaning of a section.” — Adrienne B., Middle School Teacher “I started a book club and wanted some reference material. SuperSummary helped me lead a productive discussion , get ideas for questions and gain a deeper understanding of the material.” — Laura D., Book Club Member “ I needed a quick clarification of my own understanding of a novel before discussing it with my students. SuperSummary guides are easy to maneuver — everything is labeled and well-organized. — Stella I., High School Teacher “ Subscribing to SuperSummary was the only way to save my grade. SuperSummary helped me get a high grade on my test and complete my summer assignment.” — Dudley L, High School Student"
Barbar Batı: Bir Aimé Césaire Kitabı,Güneş Ayas,,,1,/book/show/44102822-barbar-bat,Aimé Césaire,"20. Yüzyılın o ayrıcalıklı, hümanist, Hıristiyan burjuvası… farkında olmaksızın içinde Hitler taşımaktadır.Hitler'de affedemediği şey o vakte kadar yalnızca Cezayir'in Araplarına, Hindistan'ın kulilerine, Afrika'nın zencilerine reva görülen sömürgeci muamelenin bu sefer Avrupa'ya reva görülmesidir… Sömürgecilikle medeniyet arasında uçsuz bucaksız bir mesafe vardır. Sömürgeci, vicdanını yatıştırmak için diğer insanı bir hayvan gibi görme eğilimi içine girer, kendini ona hayvan gibi davranmaya alıştırır ve nesnel olarak bizzat kendisi bir hayvana dönüşür… Hitler'den bahsetmiyorum, ya da gardiyandan, ya da serüvenciden ; ben yolun karşısındaki "" terbiyeli çocuk ""dan söz ediyorum, bir SS elemanından, gangsterden değil, saygıdeğer burjuvadan bahsediyorum."
Aimé Césaire. Une saison en Haïti (Essai),Lilian Pestre de Almeida,,,4,/book/show/27872477-aim-c-saire-une-saison-en-ha-ti-essai,Aimé Césaire,"Chantre de la négritude, Aimé Césaire est un maître de la poésie contemporaine, son œuvre est capitale. Né en Martinique le 26 juin 1913, il est décédé le 17 avril 2008. Nègre fondamental, Aimé Césaire a deux patries, sa Martinique natale et la légendaire Haïti. Un séjour de six mois en 1944 au pays de Toussaint Louverture aura suffi à canaliser ses énergies cosmogoniques. Il vivra toute sa vie dans la sublime rencontre de cette terre, belle et magique, où la négritude se mit debout pour la première fois. Son œuvre, chant ample et poignant, est marquée par cette saison en Haïti. Cet essai rend hommage à Césaire, à sa passion d'Haïti et de son peuple. Magistrale leçon de vie que cette poésie tellurique qui nomme les terres pour qu'elles soient au bout de leur matin gages de leur lumière."
Le thème du retour dans le Cahier d'un retour au pays natal (Aimé Césaire),Gloria Saravaya,,,1,/book/show/161931.Le_th_me_du_retour_dans_le_Cahier_d_un_retour_au_pays_natal_Aim_C_saire_,Aimé Césaire,"Le thème du retour au pays natal est un thème universel. Mais sous la plume du personnage allégorique du «nègre», ce thème acquiert une tout autre dimension. La naissance à l'écriture ne se déroule pas sans ce préalable examen de l'histoire vue sous un autre angle et l'adoption de la langue française présuppose une totale transformation du regard et donc de la lecture... C'est tout cet itinéraire que Gloria Saravaya propose dans cet ouvrage critique. Le sujet certes, mais aussi l'objet devenu le support indispensable de cette croissance intérieure. L'auteur s'inspire des recherches de Marcel Jousse sur l'oralité pour mettre en lumière l'implication du corps et du gestuel dans la réécriture du thème du retour."
Cahier d'un Retour au Pays Natal,Aimé Césaire,,,1,/book/show/125038095-cahier-d-un-retour-au-pays-natal,Aimé Césaire,
"The Witness as Educator: Reading W. G. Sebald, Aimé Césaire, and Walt Whitman",David T Hansen,,,2,/book/show/227758907-the-witness-as-educator,Aimé Césaire,"Illuminates the power in bearing witness as an ethical orientation toward the world and its people. In The Witness as Educator , David T. Hansen examines the idea of bearing witness. He shows how it constitutes an ethical orientation that heeds human yearnings for justice, beauty, and meaning. He engages the work of three exemplary W. G. Sebald, Aimé Césaire, and Walt Whitman. Sebald powerfully confronts the human costs of the violence of the nineteenth and twentieth centuries. Césaire evokes a creative Black consciousness in the face of European colonialism and attests to this outlook's joyous and painful development. Whitman's witness to American life, alongside his poignant testimony about caring for wounded soldiers during the American Civil War, speaks to a hope deeper than hope for the prospects of democracy. Hansen shows how these witnesses did not ""choose"" to write about their respective themes. They had to. The circumstances of their lives and the events of their time summoned them to bear witness. Hansen addresses how their efforts, supplemented by those of other witnesses whose testimony he incorporates, hold considerable educational promise in a world marked by continued misunderstanding and discord and yet also by great possibility."
Aimé Césaire. Cahier d'un retour au pays natal. Étude Critique.,Cyrille François,,,1,/book/show/28261480-aim-c-saire-cahier-d-un-retour-au-pays-natal-tude-critique,Aimé Césaire,"En 1939 est publié ce long poème, à ce jour inégalé et qui porte toute la flamboyance, le cri, la révolte et la passion de Césaire pour la Caraïbe, lAfrique et ce à quoi doit faire face tout Afro-descendant : la plaie de lesclavage à revisiter autrement jusquà la fierté dêtre, « debout et libre, debout à la barre, debout à la boussole debout à la carte, debout sous les étoiles ». Il a connu dincessantes transformations de 1939 à lédition dite définitive de Présence Africaine en 1956."
Une saison au Congo - Aime Cesaire - etude critique ' entre les lignes ' [ Cliff Notes French ],Dominique TRAORE KLOGNIMBAN,,,1,/book/show/36481587-une-saison-au-congo---aime-cesaire---etude-critique-entre-les-lignes,Aimé Césaire,"Sont ici décrits de manière saisissante les premiers temps de l'Indépendance du Congo belge. Au fil des pages une figure centrale se détache, celle de Patrice Lumumba, premier ministre de ce nouvel État, qui sera assassiné peu après. Il incarne la figure symbolique de la liberté retrouvée et de la résistance au néocolonialisme."
Aime Cesaire. Ecrits Politiques tome 5 -1986-2008,Aimé Césaire,,,1,/book/show/94185529-aime-cesaire-ecrits-politiques-tome-5--1986-2008,Aimé Césaire,"Aimé Césaire a toujours mis l'incandescence de son verbe au service de l'engagement politique. Il est difficile de trouver, dans le champ littéraire, un homme dont la conscience soit aussi puissamment ancré dans l'histoire. Véritable scansion de l'histoire, les écrits offrent une traversée politique du xxe siècle à la lumière d'un de ses acteurs majeurs. L'homme a été maire de Fort-de-France pendant cinquante-six ans, député pendant quarante- huit ans, trois fois élu au Conseil général de la Martinique, deux fois président de son Conseil régional. Il n'aura jamais connu une seule défaite électorale. Président de l'Association des étudiants martiniquais, puis élu du Parti communiste franc?ais qu'il rejoint au lendemain de la Seconde Guerre mondiale, il est l'intellectuel et militant nègre profondément engagé dans le combat anticolonialiste. Sa rupture avec les communistes en octobre 1956, au terme d'une longue série de désaccords, marque un tournant important dans son engagement politique. Après avoir résisté pendant plus d'un an aux sollicitations de ses amis qui le pressaient de constituer un parti politique, Césaire crée le premier parti nationaliste du pays : le Parti progressiste martiniquais. L'entrée de ce nouveau parti sur la scène politique l'impose dès les premières consultations électorales comme une force avec laquelle il faudra désormais compter ; parti qui après son 3e congrès en 1967 recherchera l'unité de la gauche martiniquaise. A partir de 1981, il s'investit dans les lois de décentralisation avant de s'engager contre le projet de loi de programme relatif au développement des départements d'outre-mer presenté par le gouvernement de Chirac en 1986."
Poesias de aime cesaire coleccion literatura latinoamericana casa de las americas habana cuba 1969 prologo de enrique lihn,Aimé Césaire,,,1,/book/show/204896952-poesias-de-aime-cesaire-coleccion-literatura-latinoamericana-casa-de-las,Aimé Césaire,"Poesias de aime cesaire coleccion literatura latinoamericana casa de las americas habana cuba 1969 prologo de enrique lihn.Aimé Fernand David Césaire (Basse-Pointe, Martinica, 26 de junio de 1913-Fort-de-France, >ibídem, 17 de abril de 2008) fue un poeta y >político francés. Fue el ideólogo del concepto de la negritud y su obra ha estado marcada por la defensa de sus raíces africanas.En 1945, Aimé Césaire se afilia al >Partido Comunista Francés, y a la cabeza de ese partido es elegido alcalde de la capital de la isla, Fort-de-France. También se presenta y sale elegido diputado a la Asamblea Nacional por Martinica, escaño que conservará sin interrupción hasta 1993. Aunque durante mucho tiempo se declaró independentista sus aspiraciones una vez elegido eran más modestas, teniendo en cuenta la situación económica y social de la Martinica, muy deteriorada tras años de bloqueo y tras el desplome de la industria >azucarera, y trató de conseguir el estatus de departamento para la Martinica, cosa que se produce en 1946. En contacto con los jóvenes >africanos que se encontraban estudiando en >París, Aimé Césaire y su amigo de la Guayana Francesa Léon-Gontran Damas, al que ya había conocido en Martinica, van descubriendo una parte desconocida de su identidad, el componente africano, víctimas de la alienación cultural característica de las sociedades coloniales de Martinica y Guayana Francesa. En 1934, en las páginas de El estudiante negro aparecerá por primera vez el término ""negritud"". Este concepto, ideado por Aimé Césaire como reacción a la opresión cultural del sistema colonial francés, tiene como objetivo, por una parte rechazar el proyecto francés de asimilación cultural y por otra fomentar la cultura africana, desprestigiada por el racismo surgido de la ideología colonialista. Edificado pues en contra de la ideología colonial francesa de la época, el proyecto de la Negritud es más cultural que político. Se trata, más allá de una visión partidista y racial del mundo,"
"Return to my Native Land by Cesaire, Aime (June 3, 2014) Paperback",Aimé Césaire,,,1,/book/show/235955595-return-to-my-native-land-by-cesaire-aime-june-3-2014-paperback,Aimé Césaire,
Réussir son Bac de français 2025 : Analyse du recueil Cahier d'un retour au pays natal de Aimé Césaire,Aimé Césaire,,,1,/book/show/215965986-r-ussir-son-bac-de-fran-ais-2025,Aimé Césaire,
"Aimé Césaire, pour regarder le siècle en face",Aimé Césaire,,,1,/book/show/2583780-aim-c-saire-pour-regarder-le-si-cle-en-face,Aimé Césaire,
Réussir son Bac de français 2026 : Analyse du recueil Cahier d'un retour au pays natal de Aimé Césaire,Aimé Césaire,,,1,/book/show/237932366-r-ussir-son-bac-de-fran-ais-2026,Aimé Césaire,
"Aimé Césaire, le nègre indélibile",Yves Pinguilly,,,3,/book/show/44228736-aim-c-saire-le-n-gre-ind-libile,Aimé Césaire,"Nègre nègre nègre depuis le fond du ciel immémorial, c est ce que fut Aimé Césaire dans son exigence profonde de justice, lui qui toujours resta dans les rangs serrés de ceux qui subissent la loi du plus fort. Nègre oui, et c est dans ce mot qui fonde la vie du grand poète qu il fut que se trouvent toutes les clefs de l exceptionnelle densité de son uvre. Le roman présente deux aspects d Aimé Césaire : - Pour une part, une dimension biographique qui dira le militant anti-colonialiste inventeur de la négritude à une époque où la France hexagonale qui l accueille dans ses grandes écoles est imprégnée de racisme anti-noir. - Pour une part, une dimension poétique. Le livre dira longuement, aussi, l écrivain capable, comme le fut Rimbaud, de liberté, d exubérance, et de désinvolture dans une écriture qui ne ressemble à aucune autre quand jeune homme il écrit son Cahier d un retour au pays natal."
"La Negritud, el indianismo y sus intelectuales: Aimé Césaire y Fausto Reinaga",María Elena Oliva,,,1,/book/show/57290139-la-negritud-el-indianismo-y-sus-intelectuales,Aimé Césaire,
Aimé Césaire. Ecrits politiques tome 2 - 1935-1956,Aimé Césaire,,,1,/book/show/61476684-aim-c-saire-ecrits-politiques-tome-2---1935-1956,Aimé Césaire,"Aimé Césaire. Ecrits politiques. 1935-1956 (94 interventions ). Edition établie par Edouard de Lépine et présentée par Marc Césaire et Edouard de Lépine. Aimé Césaire a toujours mis l'incandescence de son verbe au service de l'engagement politique. Il est difficile de trouver, dans le champ littéraire, un homme dont la conscience soit aussi puissamment ancré dans l'histoire. Autant l'oeuvre poétique et le théâtre d'Aimé Césaire ont fait l'objet de très nombreuses publications et de multiples traductions, autant son oeuvre politique a été négligée ou abordée, souvent en passant, comme pour mieux marquer la considération unanimement reconnue au poète et le peu d'intérêt à son oeuvre politique. Cette série de cinq volumes réunit pas moins de 460 textes : interventions diverses, discours, lettres, articles, tracts, entretiens, préfaces. On y retrouvera les textes les plus prestigieux, bien sûr, mais l'on découvrira surtout des textes méconnus ou totalement ignorés."
